afghanisch	Afghanistan
afghanische	Afghanistan
afghanischer	Afghanistan
algerisch	Algerien
algerische	Algerien
algerischer	Algerien
amerikanischer	Vereinigte_Staaten
amerikanischer	Vereinigte_Staaten
amerikanischer	Vereinigte_Staaten
angolanisch	Angola
angolanische	Angola
angolanischer	Angola
argentinisch	Argentinien
argentinische	Argentinien
argentinischer	Argentinien
australisch	Australien
australische	Australien
australischer	Australien
bangladeschisch	Bangladesch
bangladeschische	Bangladesch
bangladeschischer	Bangladesch
belgisch	Belgien
belgische	Belgien
belgischer	Belgien
bolivianisch	Bolivien
bolivianische	Bolivien
bolivianischer	Bolivien
bosnien-herzegowinisch	Bosnien_und_Herzegowina
bosnien-herzegowinische	Bosnien_und_Herzegowina
bosnien-herzegowinischer	Bosnien_und_Herzegowina
bosnisch	Bosnien_und_Herzegowina
bosnische	Bosnien_und_Herzegowina
bosnischer	Bosnien_und_Herzegowina
brasilianisch	Brasilien
brasilianische	Brasilien
brasilianischer	Brasilien
bulgarisch	Bulgarien
bulgarische	Bulgarien
bulgarischer	Bulgarien
chinesisch	Volksrepublik_China
chinesische	Volksrepublik_China
chinesischer	Volksrepublik_China
costa ricanisch	Costa_Rica
costa ricanische	Costa_Rica
costa ricanischer	Costa_Rica
costa-ricanisch	Costa_Rica
costa-ricanische	Costa_Rica
costa-ricanischer	Costa_Rica
deutsch	Deutschland
deutsche	Deutschland
deutscher	Deutschland
dänisch	Dänemark
dänische	Dänemark
dänischer	Dänemark
ecuadorianisch	Ecuador
ecuadorianische	Ecuador
ecuadorianischer	Ecuador
englisch	Vereinigtes_Königreich
englische	Vereinigtes_Königreich
englischer	Vereinigtes_Königreich
estnisch	Estland
estnische	Estland
estnischer	Estland
finnisch	Finnland
finnische	Finnland
finnischer	Finnland
französisch	Frankreich
französische	Frankreich
französischer	Frankreich
ghanaisch	Ghana
ghanaische	Ghana
ghanaischer	Ghana
griechisch	Griechenland
griechische	Griechenland
griechischer	Griechenland
guatemaltekisch	Guatemala
guatemaltekische	Guatemala
guatemaltekischer	Guatemala
herzegowinisch	Bosnien_und_Herzegowina
herzegowinische	Bosnien_und_Herzegowina
herzegowinischer	Bosnien_und_Herzegowina
honduranisch	Honduras
honduranische	Honduras
honduranischer	Honduras
indisch	Indien
indische	Indien
indischer	Indien
indonesisch	Indonesien
indonesische	Indonesien
indonesischer	Indonesien
irakisch	Irak
irakische	Irak
irakischer	Irak
iranisch	Iran
iranische	Iran
iranischer	Iran
irisch	Irland_(Insel)
irische	Irland_(Insel)
irischer	Irland_(Insel)
isländisch	Island
isländische	Island
isländischer	Island
israelisch	Israel
israelische	Israel
israelischer	Israel
italienisch	Italien
italienische	Italien
italienischer	Italien
ivorisch	Elfenbeinküste
ivorische	Elfenbeinküste
ivorischer	Elfenbeinküste
jamaikanisch	Jamaika
jamaikanische	Jamaika
jamaikanischer	Jamaika
japanisch	Japan
japanische	Japan
japanischer	Japan
jordanisch	Jordanien
jordanische	Jordanien
jordanischer	Jordanien
kambodschaner	Kambodscha
kambodschaner	Kambodscha
kambodschaner	Kambodscha
kamerunisch	Kamerun
kamerunische	Kamerun
kamerunischer	Kamerun
kanadisch	Kanada
kanadische	Kanada
kanadischer	Kanada
kasachisch	Kasachstan
kasachische	Kasachstan
kasachischer	Kasachstan
kenianisch	Kenia
kenianische	Kenia
kenianischer	Kenia
kolumbianisch	Kolumbien
kolumbianische	Kolumbien
kolumbianischer	Kolumbien
kongolesisch	Congo
kongolesische	Congo
kongolesischer	Congo
kroatisch	Kroatien
kroatische	Kroatien
kroatischer	Kroatien
laotisch	Laos
laotische	Laos
laotischer	Laos
lettisch	Lettland
lettische	Lettland
lettischer	Lettland
libysch	Libyen
libysche	Libyen
libyscher	Libyen
litauisch	Litauen
litauische	Litauen
litauischer	Litauen
madagassisch	Madagaskar
madagassische	Madagaskar
madagassischer	Madagaskar
malaysisch	Malaysia
malaysische	Malaysia
malaysischer	Malaysia
marokkanisch	Marokko
marokkanische	Marokko
marokkanischer	Marokko
mauritisch	Mauretanien
mauritische	Mauretanien
mauritischer	Mauretanien
mexikanisch	Mexiko
mexikanische	Mexiko
mexikanischer	Mexiko
namibisch	Namibia
namibische	Namibia
namibischer	Namibia
neuseeländisch	Neuseeland
neuseeländische	Neuseeland
neuseeländischer	Neuseeland
nicaraguanisch	Nicaragua
nicaraguanische	Nicaragua
nicaraguanischer	Nicaragua
niederländisch	Niederlande
niederländische	Niederlande
niederländischer	Niederlande
nigerianisch	Nigeria
nigerianische	Nigeria
nigerianischer	Nigeria
norwegisch	Norwegen
norwegische	Norwegen
norwegischer	Norwegen
omanisch	Oman
omanische	Oman
omanischer	Oman
pakistanisch	Pakistan
pakistanische	Pakistan
pakistanischer	Pakistan
panamaisch	Panama
panamaische	Panama
panamaischer	Panama
paraguayisch	Paraguay
paraguayische	Paraguay
paraguayischer	Paraguay
peruanisch	Peru
peruanische	Peru
peruanischer	Peru
philippinisch	Philippinen
philippinische	Philippinen
philippinischer	Philippinen
polnisch	Polen
polnische	Polen
polnischer	Polen
portugiesisch	Portugal
portugiesische	Portugal
